peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr18_75277234_75277733,7,71,47,12,2,2,2,7,4
chr18_75408839_75409340,16,51,68,13,6,11,2,24,22
chr18_75477855_75478363,36,185,193,30,5,28,11,63,56
chr18_75696379_75696878,17,81,64,8,2,6,5,45,45
chr18_76467442_76468218,14,66,55,26,8,14,10,40,43
chr18_76492777_76493283,16,109,86,79,8,34,9,65,93
chr18_76620202_76620701,1,26,35,28,3,18,11,41,28
chr18_76686801_76686962,2,23,25,9,2,9,5,14,18
chr18_76801936_76802435,11,40,31,28,3,10,8,18,30
chr18_76803881_76804050,7,14,9,6,7,7,2,16,14
chr18_76821785_76822284,9,41,21,22,3,18,6,31,28
chr18_77006675_77007205,11,37,34,26,3,12,12,40,39
chr18_77039419_77040151,20,67,62,12,4,9,1,8,6
chr18_77054944_77055531,33,172,160,57,9,28,24,131,175
chr18_77061987_77062486,25,146,113,16,5,13,3,32,38
chr18_77065095_77065594,8,74,74,9,2,7,2,32,34
chr18_77067316_77067939,19,156,136,11,4,8,10,52,67
chr18_77081333_77081832,5,39,28,12,6,8,9,29,30
chr18_77101278_77101845,32,201,162,15,5,9,6,74,95
chr18_77112220_77112389,9,57,38,5,3,3,2,11,9
chr18_77114405_77115005,45,208,246,27,2,13,14,99,96
chr18_77128126_77128625,16,74,79,31,1,20,8,54,63
chr18_77147539_77148038,1,6,8,8,1,7,6,12,19
chr18_77572337_77572963,11,63,58,46,8,25,12,82,118
chr18_77600661_77601160,11,63,61,13,4,11,5,23,25
chr18_77899945_77900444,13,55,32,24,6,17,6,51,27
chr18_79068756_79069414,11,83,51,85,5,38,17,88,90
chr18_79117287_79117786,19,64,60,7,1,5,1,8,4
chr18_79123929_79124428,11,64,69,9,2,8,3,2,8
chr18_79136703_79137202,8,27,39,5,3,2,2,3,3
chr18_79156703_79157202,9,86,89,13,3,5,7,40,41
chr18_79200485_79200992,8,44,67,100,50,84,24,64,66
chr18_79246513_79247012,11,46,49,17,2,12,5,23,20
chr18_79393690_79394189,10,38,29,17,3,5,8,11,16
chr18_79509035_79509534,8,39,35,26,6,11,7,25,32
chr18_79523817_79524316,27,147,137,25,4,17,4,26,27
chr18_79588786_79589285,11,35,24,5,2,5,2,3,3
chr18_79610885_79611384,12,16,26,3,0,4,0,5,2
chr18_79625044_79625543,8,36,44,13,2,8,4,13,25
chr18_79679141_79679739,30,169,147,222,17,71,20,163,199
chr18_79791481_79792061,12,42,41,50,12,18,14,42,72
chr18_79819988_79820487,13,27,41,17,5,11,8,24,38
chr18_79961934_79962433,12,61,56,11,6,8,2,13,10
chr18_79987971_79988860,17,82,72,51,19,18,20,72,57
chr18_80033114_80034682,53,359,263,448,50,134,47,374,458
chr18_80108944_80109443,15,123,75,11,2,9,6,21,26
chr18_GL383567v1_alt_15395_16370,chr18_GL383567v1_alt_15395_16370,0,0,0,0,0,0,0,0
chr18_GL383567v1_alt_64006_64790,chr18_GL383567v1_alt_64006_64790,0,0,0,0,0,0,0,0
chr18_GL383567v1_alt_82490_83123,chr18_GL383567v1_alt_82490_83123,0,0,0,0,0,0,0,0
chr18_GL383571v1_alt_162227_162833,chr18_GL383571v1_alt_162227_162833,0,0,0,0,0,0,0,0
chr18_GL383572v1_alt_139303_140136,chr18_GL383572v1_alt_139303_140136,0,0,0,0,0,0,0,0
chr18_KI270863v1_alt_25599_26098,chr18_KI270863v1_alt_25599_26098,0,0,0,0,0,0,0,0
chr18_KI270863v1_alt_67747_68246,chr18_KI270863v1_alt_67747_68246,0,0,0,0,0,0,0,0
chr18_KI270863v1_alt_121736_122378,chr18_KI270863v1_alt_121736_122378,0,0,0,0,0,0,0,0
chr18_KI270911v1_alt_137613_138409,chr18_KI270911v1_alt_137613_138409,0,0,0,0,0,0,0,0
chr18_KI270912v1_alt_149470_149969,chr18_KI270912v1_alt_149470_149969,0,0,0,0,0,0,0,0
chr19_506700_507445,30,120,126,117,13,58,19,102,99
chr19_510540_511348,35,154,152,49,11,18,4,28,35
chr19_530884_531383,11,42,31,36,3,17,4,31,29
chr19_572173_573175,35,124,73,122,17,49,20,103,83
chr19_633366_633892,9,41,34,61,5,23,9,47,43
chr19_680223_681038,18,76,66,99,17,29,13,112,104
chr19_796748_797403,37,144,118,232,24,81,37,209,156
chr19_892911_893410,10,41,31,66,6,18,6,33,38
chr19_932672_933391,13,36,49,14,4,12,5,19,7
chr19_937187_937705,14,40,40,3,0,2,4,6,5
chr19_1020990_1021517,19,70,63,94,10,33,12,96,70
chr19_1026399_1026898,7,23,18,16,11,17,2,24,18
chr19_1039701_1040200,3,31,37,33,12,15,5,42,39
chr19_1069283_1069452,2,16,15,4,3,3,3,11,10
chr19_1095115_1095751,7,37,33,47,11,14,10,34,48
chr19_1103505_1104270,13,95,77,79,22,34,9,88,76
chr19_1205343_1205911,13,63,70,85,12,21,11,76,73
chr19_1252299_1252460,3,9,13,24,3,13,2,28,29
chr19_1260741_1261275,20,85,52,51,9,25,12,65,70
chr19_1269002_1269716,33,127,66,111,9,45,16,107,106
chr19_1275161_1276061,25,155,112,109,16,42,24,150,107
chr19_1360663_1361316,18,33,46,15,4,2,9,19,11
chr19_1383206_1384133,16,78,79,101,8,35,14,93,96
chr19_1406944_1407763,26,110,89,176,17,59,10,148,105
chr19_1415382_1415881,9,51,50,14,1,4,2,32,20
chr19_1438008_1438507,9,65,51,51,6,25,9,52,49
chr19_1478988_1479520,18,64,40,48,6,31,10,51,60
chr19_1490570_1491225,10,109,86,150,23,69,18,121,105
chr19_1605155_1606321,22,83,85,108,13,49,15,67,92
chr19_1652699_1653256,32,120,112,180,14,68,14,112,135
chr19_1812215_1813048,15,71,81,82,11,44,14,89,87
chr19_1848234_1848791,7,36,30,43,9,18,6,44,27
chr19_1855113_1855874,11,58,45,57,15,32,13,59,40
chr19_1863487_1864741,19,114,81,157,26,47,16,162,140
chr19_1876037_1876576,12,36,38,33,10,16,7,36,29
chr19_1897688_1898187,14,71,64,22,8,15,5,14,16
chr19_1905048_1905547,7,52,49,46,11,23,4,45,49
chr19_1940462_1941143,9,89,48,82,9,34,16,82,53
chr19_2061388_2061899,10,53,56,92,11,49,12,59,76
chr19_2096006_2097177,31,178,128,191,23,62,19,151,152
chr19_2151430_2152046,31,121,102,178,24,71,18,132,119
chr19_2163672_2164171,5,59,32,20,3,14,7,28,23
chr19_2168370_2168597,9,29,23,13,3,5,6,16,16
chr19_2168835_2169357,20,84,78,18,5,13,13,47,48
chr19_2236156_2237127,34,165,120,177,22,78,18,183,176
chr19_2269109_2269639,19,111,76,136,10,51,15,133,111
chr19_2270942_2271111,5,24,22,35,3,18,4,25,29
chr19_2328436_2328935,7,47,36,61,7,14,12,36,44
chr19_2427341_2428109,12,100,77,135,12,38,12,90,116
chr19_2474538_2475037,12,61,50,33,4,7,8,30,21
chr19_2475782_2476338,16,82,77,157,11,64,16,125,111
chr19_2677931_2678430,10,39,21,14,4,12,1,12,13
chr19_2722826_2723466,12,73,54,10,5,7,7,15,23
chr19_2783172_2783671,11,104,65,94,5,31,4,61,79
chr19_2785028_2785590,23,74,64,83,14,33,14,80,66
chr19_2819578_2820077,7,30,27,29,9,9,5,46,30
chr19_2944788_2945381,13,64,58,85,17,36,11,67,42
chr19_2950457_2951087,19,88,68,128,14,40,17,112,103
chr19_3035528_3036027,7,28,24,51,9,26,5,36,43
chr19_3132888_3133805,13,46,35,29,7,8,7,32,33
chr19_3185256_3186133,17,71,47,62,11,29,11,60,58
chr19_3434929_3435428,18,77,76,31,7,20,8,56,32
chr19_3450782_3451281,10,50,65,2,2,4,0,6,6
chr19_3500405_3501234,19,83,54,83,12,32,12,49,48
chr19_3505778_3506404,22,107,51,150,11,69,20,131,86
chr19_3557453_3557968,9,53,59,48,13,32,4,44,26
chr19_3568562_3569061,16,51,63,3,1,2,0,6,3
chr19_3572418_3573075,29,87,114,131,18,44,21,124,114
chr19_3626744_3627373,14,78,86,90,13,40,19,56,56
chr19_3683992_3684491,9,24,31,4,2,1,0,5,5
chr19_3700264_3700763,1,31,16,24,5,11,13,22,16
chr19_3762389_3763310,24,115,122,192,11,65,16,137,132
chr19_3971004_3971520,12,76,66,80,12,35,7,71,79
chr19_4007256_4008024,12,77,37,76,22,26,9,70,58
chr19_4182330_4182863,11,47,30,41,11,21,3,41,40
chr19_4246735_4247618,24,130,90,141,20,68,14,120,100
chr19_4342582_4343393,17,69,64,65,13,32,5,24,28
chr19_4400470_4400969,5,40,31,50,6,12,15,67,40
chr19_4402248_4402781,18,70,76,82,11,42,11,112,92
chr19_4431773_4432272,16,62,58,20,6,9,3,17,26
chr19_4457683_4458182,9,36,29,33,5,14,2,36,35
chr19_4471513_4472291,31,209,272,266,38,121,42,249,209
chr19_4638906_4639656,19,67,58,99,14,38,15,89,82
chr19_4723580_4724243,17,79,83,82,14,44,19,93,74
chr19_4791143_4791871,39,167,182,292,27,97,24,196,188
chr19_4867510_4868009,8,30,23,18,7,11,8,30,25
chr19_4909802_4910301,4,24,22,43,10,18,4,39,24
chr19_4968483_4969083,28,145,130,165,25,71,21,139,122
chr19_5622543_5623240,36,187,125,242,21,85,25,203,188
chr19_5680346_5680968,24,128,120,122,7,66,17,95,99
chr19_5686798_5687405,10,63,59,86,12,22,18,61,58
chr19_5689885_5690486,9,52,49,46,16,24,11,54,47
chr19_5719885_5720650,32,202,124,275,24,89,20,197,179
chr19_5790539_5791450,21,129,106,113,17,56,16,90,113
chr19_5827878_5828384,20,113,78,117,10,44,14,106,58
chr19_5903963_5904892,60,284,309,383,43,168,51,332,325
chr19_5977873_5978502,26,123,95,125,12,60,12,86,79
chr19_6057188_6057687,7,54,60,9,3,2,2,15,15
chr19_6110335_6111005,14,114,88,111,24,44,14,107,108
chr19_6199493_6200101,9,46,45,98,8,34,8,74,75
chr19_6279791_6280290,3,21,29,31,3,11,8,39,32
chr19_6372426_6372954,17,96,107,130,10,43,12,105,112
chr19_6373240_6373739,7,38,33,50,10,27,10,61,44
chr19_6393002_6394272,16,69,63,72,11,29,13,79,55
chr19_6424689_6425306,37,182,197,243,26,97,36,205,199
chr19_6459996_6460613,13,80,42,76,10,25,13,47,45
chr19_6516018_6516702,20,77,77,72,9,27,8,48,43
chr19_6530646_6531589,15,78,65,111,16,47,13,76,61
chr19_6663438_6663955,8,32,45,8,1,9,2,5,8
chr19_6666969_6667468,9,32,34,5,3,6,1,20,8
chr19_6678499_6678998,7,46,48,6,3,5,1,10,12
chr19_6737370_6738148,28,131,125,170,24,69,26,132,144
chr19_6753261_6753873,10,35,27,27,6,14,4,35,20
chr19_6772137_6772934,23,62,82,29,5,23,4,46,38
chr19_6802342_6802841,10,24,21,7,4,4,4,34,34
chr19_7069101_7069691,21,76,54,107,18,30,11,90,79
chr19_7098793_7099752,14,80,77,76,23,35,15,76,74
chr19_7197024_7198389,22,102,86,106,17,28,12,86,60
chr19_7483620_7484119,9,31,37,7,2,4,2,7,8
chr19_7492074_7492573,6,38,28,22,3,1,10,54,50
chr19_7522233_7522750,13,53,42,57,15,27,9,62,56
chr19_7535483_7535982,4,49,39,30,15,15,4,38,38
chr19_7629296_7629964,16,95,79,78,21,44,12,82,73
chr19_7652044_7652543,10,52,49,20,1,6,4,16,21
chr19_7657315_7657814,12,35,44,10,3,1,3,14,11
chr19_7829462_7830314,39,185,183,247,33,91,33,219,191
chr19_7903365_7903991,31,210,136,307,25,123,28,249,251
chr19_7920052_7920551,8,57,32,60,7,17,7,47,32
chr19_7920813_7921312,11,24,22,60,5,18,14,48,59
chr19_7943222_7944154,31,135,130,142,21,76,24,161,120
chr19_8041431_8041930,7,35,47,15,2,8,3,5,5
chr19_8050337_8051103,17,59,59,40,9,19,5,45,38
chr19_8389926_8390955,36,184,150,201,33,89,26,157,157
chr19_8412923_8413496,6,58,51,63,15,28,12,65,45
chr19_8444668_8445278,15,70,54,67,18,36,12,64,58
chr19_8500104_8500603,7,24,26,15,3,9,4,18,24
chr19_8513504_8514052,11,82,61,77,11,25,5,80,52
chr19_8832061_8833170,31,155,121,155,20,58,28,158,174
chr19_9309567_9310129,16,101,72,87,6,35,11,55,66
chr19_9323870_9324534,18,100,70,75,11,30,12,58,53
chr19_9584229_9584728,12,31,31,45,7,9,5,24,25
chr19_9768397_9768987,13,102,58,58,16,27,13,58,61
chr19_9818802_9819595,24,136,98,203,24,93,29,168,168
chr19_9827538_9828037,8,38,33,28,16,30,5,28,29
chr19_9834790_9835436,16,107,107,113,18,64,13,106,83
chr19_10085947_10086446,10,21,36,22,4,7,7,18,18
chr19_10105966_10106465,9,55,44,39,7,24,5,39,29
chr19_10111269_10111768,13,33,29,15,2,7,5,25,20
chr19_10194058_10195281,14,83,70,93,13,44,13,96,108
chr19_10251572_10252139,10,63,81,90,12,36,15,88,85
chr19_10270244_10270777,9,43,43,20,3,13,3,29,38
chr19_10333072_10333742,18,90,62,117,14,62,9,84,98
chr19_10380346_10380946,19,104,107,129,28,53,8,104,88
chr19_10403374_10403873,11,54,45,65,10,15,8,45,44
chr19_10408620_10409303,19,49,38,12,2,12,3,13,12
chr19_10416489_10417116,15,83,66,40,9,29,13,54,43
chr19_10502426_10503048,10,28,26,52,9,24,10,48,34
chr19_10565723_10566395,21,88,57,145,15,69,15,127,133
chr19_10568728_10569466,30,126,78,139,23,56,20,129,119
chr19_10648245_10648744,11,40,48,5,1,6,3,9,4
chr19_10653622_10654374,37,157,129,265,25,73,28,230,259
chr19_10701243_10701742,9,22,26,24,10,13,8,32,30
chr19_10717349_10718156,66,284,274,303,42,128,46,266,263
chr19_10759573_10760072,6,17,36,39,12,15,5,45,37
chr19_10809759_10810258,1,14,11,16,6,12,11,21,26
chr19_10835396_10836287,17,112,94,92,18,40,15,83,88
chr19_10870816_10871654,16,70,67,109,20,40,18,83,67
chr19_10928427_10929032,11,74,63,53,10,24,9,60,43
chr19_10960535_10961035,17,95,45,121,14,55,9,102,73
chr19_11155629_11156177,13,63,67,71,9,32,15,82,61
chr19_11293568_11294068,6,39,39,13,4,12,8,34,34
chr19_11324066_11324580,7,45,48,69,11,21,11,71,69
chr19_11346185_11346730,19,90,73,82,14,56,15,92,89
chr19_11374421_11375365,41,182,188,208,35,85,31,172,173
chr19_11381010_11381879,17,112,83,118,10,34,11,97,95
chr19_11434963_11435723,44,231,185,269,30,126,34,257,242
chr19_11504862_11506136,20,144,105,140,15,41,17,125,103
chr19_11528980_11529504,21,72,64,53,22,24,2,44,33
chr19_11558980_11559564,16,66,54,51,13,20,10,56,40
chr19_11568143_11568642,7,27,39,13,5,4,11,26,28
chr19_11597090_11597756,13,60,73,61,9,36,10,64,52
chr19_11738724_11739240,11,45,63,36,8,24,6,39,32
chr19_11766719_11767218,7,28,26,25,1,22,6,29,25
chr19_11813873_11814378,8,42,42,37,9,24,6,48,33
chr19_11924808_11925307,12,44,54,41,7,20,6,34,34
chr19_11987466_11987965,9,22,33,30,2,13,6,40,35
chr19_12140187_12140686,10,41,34,30,10,19,6,36,27
chr19_12162758_12163328,11,63,53,34,14,16,6,23,34
chr19_12294687_12295192,8,47,52,37,7,22,8,47,44
chr19_12400581_12401603,18,104,81,76,14,33,15,63,64
chr19_12440748_12441421,9,69,63,54,9,27,13,56,68
chr19_12551010_12552021,32,128,148,100,20,42,18,103,91
chr19_12610569_12611279,14,81,76,65,19,33,14,54,66
chr19_12681578_12682210,9,41,27,47,9,25,6,38,46
chr19_12722450_12722949,3,43,39,40,6,33,8,46,34
chr19_12734467_12734966,9,66,41,78,10,19,12,54,47
chr19_12736866_12737486,22,111,124,53,16,27,16,57,65
chr19_12775394_12775893,7,31,37,34,8,11,9,41,34
chr19_12789900_12790526,25,139,150,124,19,54,17,160,132
chr19_12791427_12791598,4,29,18,35,7,18,3,34,40
chr19_12881295_12881794,8,61,62,26,3,13,10,42,44
chr19_12890726_12891256,24,97,97,102,17,54,17,93,73
chr19_12919067_12919627,15,33,33,68,14,28,11,49,53
chr19_12938185_12938753,36,134,132,159,25,72,26,149,163
chr19_12945553_12946052,5,65,40,79,12,27,5,67,77
chr19_13103001_13103500,6,48,40,40,9,26,6,35,27
chr19_13116564_13117063,14,50,35,19,2,10,2,27,23
chr19_13151812_13152008,7,39,22,43,3,13,4,35,38
chr19_13747491_13748064,26,109,84,47,17,31,15,63,71
chr19_13774120_13774619,7,37,29,26,7,9,7,30,22
chr19_13794962_13795543,16,74,62,72,15,20,16,80,69
chr19_13846461_13847045,8,56,65,28,6,7,6,62,69
chr19_13861605_13862104,8,26,28,9,4,4,2,15,10
chr19_13879953_13880507,11,41,60,42,10,13,6,35,26
chr19_13905896_13906395,6,48,22,30,7,17,9,28,23
chr19_13952016_13952610,19,128,133,160,36,82,23,113,136
chr19_13986355_13986854,6,12,16,41,3,17,10,38,37
chr19_14006156_14006707,15,113,94,157,18,61,18,136,129
chr19_14081162_14081762,9,75,59,133,12,40,11,107,106
chr19_14117570_14118260,31,93,103,94,16,45,14,86,86
chr19_14118387_14118980,14,46,54,14,3,10,7,31,24
chr19_14136345_14137340,57,226,229,278,35,126,40,276,260
chr19_14375069_14375933,12,60,64,37,6,23,9,39,35
chr19_14419195_14419734,21,61,76,70,17,35,16,80,64
chr19_14496077_14496576,8,34,20,39,8,11,4,27,16
chr19_14517799_14518887,44,223,141,279,16,92,30,261,216
chr19_14529135_14529723,30,154,142,195,32,81,20,185,159
chr19_14571848_14572347,9,43,43,37,2,20,3,29,34
chr19_14689604_14690121,15,58,58,87,11,23,12,56,51
chr19_14776573_14777072,3,32,33,32,4,14,7,26,31
chr19_14784611_14785620,20,64,69,32,8,22,14,52,61
chr19_15124957_15126106,40,206,149,199,32,74,32,160,175
chr19_15379338_15380067,33,145,122,172,15,54,23,144,120
chr19_15418826_15419479,21,124,125,125,19,70,19,124,118
chr19_15836341_15837410,24,88,67,81,11,38,20,84,84
chr19_16111169_16111993,39,163,131,210,25,70,25,236,173
chr19_16185123_16185636,16,72,41,63,10,31,9,63,69
chr19_16197533_16198056,19,84,63,83,8,32,10,85,108
chr19_16471932_16472431,8,53,37,74,6,33,9,42,62
chr19_16495999_16496592,20,111,94,103,12,45,13,122,104
chr19_16541975_16542782,12,78,67,112,7,39,8,71,92
chr19_16572299_16572803,11,59,36,66,8,16,16,59,42
chr19_16627987_16628523,10,78,58,100,9,33,16,84,62
chr19_16659704_16660485,27,117,116,151,24,51,22,148,107
chr19_17074962_17075836,20,161,97,160,16,56,17,135,126
chr19_17091824_17092323,13,41,35,16,5,13,3,15,10
chr19_17125718_17126217,18,78,80,29,5,23,7,36,28
chr19_17215140_17215639,8,30,37,25,6,7,1,29,21
chr19_17226212_17226749,23,79,82,108,14,41,18,86,104
chr19_17266830_17267562,16,116,146,121,18,41,21,75,74
chr19_17305432_17305948,27,130,117,106,7,42,19,144,141
chr19_17309195_17309697,23,78,81,91,18,42,14,85,54
chr19_17337232_17337731,3,33,35,53,4,21,8,48,39
chr19_17390890_17391389,10,15,24,20,1,8,2,20,4
chr19_17419646_17420307,16,86,75,84,14,33,12,79,76
chr19_17511422_17512398,13,101,89,81,23,47,11,57,70
chr19_17555193_17556684,21,90,75,72,15,19,16,66,66
chr19_17605851_17606872,20,113,89,83,12,36,8,59,50
chr19_17747380_17747884,11,41,47,37,3,9,12,47,32
chr19_17859544_17860112,26,97,98,121,18,53,23,116,102
chr19_17932497_17933295,19,75,59,90,15,44,15,56,68
chr19_17947781_17948280,1,35,18,61,9,21,10,75,31
chr19_18000794_18001293,10,38,40,18,7,11,7,21,31
chr19_18006843_18007342,9,26,19,26,11,11,2,20,6
chr19_18104319_18104818,10,20,23,12,3,8,0,16,7
chr19_18152327_18153315,26,172,119,164,20,77,19,129,135
chr19_18173273_18173951,7,59,58,24,3,12,14,52,48
chr19_18192671_18193226,23,149,151,199,30,71,18,158,163
chr19_18203916_18204532,26,159,143,223,29,69,22,154,152
chr19_18224297_18224935,8,52,51,35,9,19,7,32,27
chr19_18281358_18282018,32,129,94,226,27,85,16,213,125
chr19_18291876_18292375,7,47,38,28,13,14,5,29,20
chr19_18322897_18323396,14,57,71,72,9,26,10,68,60
chr19_18328335_18328834,9,40,44,36,9,16,6,24,18
chr19_18374249_18374970,8,61,42,30,7,16,11,38,35
chr19_18415239_18415738,22,98,67,32,8,10,3,24,27
chr19_18478851_18479350,3,46,44,27,8,10,7,41,41
chr19_18521929_18522688,41,187,170,343,27,152,35,252,238
chr19_18557530_18558048,13,59,49,43,16,16,7,44,32
chr19_18571399_18572055,13,64,70,91,10,38,11,76,79
chr19_18588564_18589093,6,45,36,40,8,25,6,30,38
chr19_18636346_18636970,26,106,104,120,19,38,9,96,94
chr19_18660270_18660769,9,46,42,11,1,5,1,5,7
chr19_18677926_18678425,9,26,31,15,2,6,4,30,30
chr19_18763970_18764469,14,37,35,11,4,12,3,9,4
chr19_18831724_18832223,12,48,25,43,7,21,7,47,26
chr19_18919152_18919863,30,162,134,156,25,85,25,132,151
chr19_19033254_19034054,22,123,76,116,9,44,15,117,54
chr19_19063395_19064087,14,101,97,151,34,75,19,116,124
chr19_19138254_19138753,7,46,50,33,7,18,9,41,39
chr19_19191866_19192942,31,109,96,107,15,56,17,119,122
chr19_19203190_19203717,8,51,32,24,9,8,7,30,22
chr19_19320274_19320818,15,69,81,58,5,32,11,50,39
chr19_19385326_19385977,25,142,140,173,27,77,18,162,150
chr19_19394781_19395280,13,35,34,9,2,8,4,14,7
chr19_19403333_19403832,7,37,38,4,3,1,3,10,13
chr19_19405111_19405865,29,113,72,83,13,25,15,82,71
chr19_19438537_19439074,8,22,31,11,2,1,2,7,2
chr19_19515976_19516483,8,33,29,29,10,14,10,37,44
chr19_19597843_19598342,8,23,38,10,0,5,2,6,6
chr19_19618522_19619021,7,51,31,38,11,16,5,35,35
chr19_19663546_19664155,29,143,117,116,15,56,15,98,108
chr19_19668495_19668994,13,61,51,39,7,17,8,39,33
chr19_19732779_19733476,15,50,77,44,8,31,6,64,47
chr19_19776184_19776772,45,252,250,102,15,67,18,139,146
chr19_19821456_19821956,19,90,60,44,7,23,6,53,58
chr19_19865483_19865999,16,68,68,30,6,21,12,42,39
chr19_20039339_20039838,8,19,25,9,2,4,1,9,11
chr19_20051949_20052493,21,147,103,61,11,33,14,64,77
chr19_20565513_20566069,9,38,25,16,4,5,9,33,19
chr19_20776054_20776553,6,28,25,20,1,8,2,22,17
chr19_21020337_21020836,12,33,28,20,3,11,7,27,34
chr19_21329138_21329677,11,60,50,29,3,18,7,46,34
chr19_21358626_21359125,6,44,41,19,1,14,7,40,32
chr19_21396849_21397348,8,62,72,36,4,22,6,46,47
chr19_21505289_21506125,16,110,93,38,12,34,15,76,67
chr19_21594047_21594840,9,42,42,21,5,9,4,46,41
chr19_21767054_21767920,13,35,36,16,7,15,5,32,29
chr19_22633919_22634418,8,39,41,34,4,19,4,48,46
chr19_23249904_23250741,16,112,101,48,1,33,12,96,75
chr19_23273998_23274497,3,47,34,20,5,17,10,39,37
chr19_23395199_23395698,24,122,78,53,5,42,10,68,77
chr19_23686897_23687396,11,87,86,43,6,28,6,72,67
chr19_24033175_24033985,15,78,84,51,15,28,10,43,55
chr19_24086875_24087374,9,40,32,18,5,13,2,14,17
chr19_27793103_27793719,16,107,103,33,9,11,10,52,64
chr19_27793725_27794242,22,136,104,51,10,19,8,63,57
chr19_29212938_29213468,15,94,95,50,10,25,7,63,50
chr19_29326231_29326730,12,51,44,9,2,4,1,5,4
chr19_29610587_29611086,15,120,130,19,7,11,2,17,8
chr19_29671522_29672021,10,45,44,8,2,3,1,6,5
chr19_29687468_29687976,8,43,40,3,4,2,3,4,2
chr19_29694460_29694959,10,55,42,23,7,13,2,18,22
chr19_29811148_29811668,7,36,30,16,5,10,3,30,23
chr19_29843220_29843719,11,45,48,18,4,8,4,17,14
chr19_29844699_29845408,14,104,67,98,12,38,6,73,66
chr19_29942560_29943059,5,18,19,15,0,6,0,9,13
chr19_31214038_31214537,12,42,68,15,0,9,5,33,26
chr19_32345607_32346106,5,50,48,21,3,16,8,26,19
chr19_32405274_32405865,25,87,58,79,13,37,11,86,56
chr19_32580755_32581368,15,61,70,49,12,16,3,43,42
chr19_32674974_32675668,28,169,109,136,13,52,18,114,128
chr19_32971842_32972352,27,129,148,113,19,54,17,101,101
chr19_33160363_33160862,12,109,77,18,2,5,1,19,17
chr19_33176679_33177485,56,243,173,162,20,71,22,148,173
chr19_33259447_33259946,7,25,30,8,4,5,5,10,34
chr19_33273927_33274426,11,47,36,12,9,12,2,27,20
chr19_33373223_33374005,22,77,68,76,9,24,14,71,71
chr19_33795452_33795951,6,44,19,49,8,20,9,50,27
chr19_33819728_33820289,9,53,42,54,9,25,8,45,45
chr19_34359091_34359621,15,61,55,88,5,33,12,70,65
chr19_34404093_34404592,11,46,44,30,5,25,6,37,34
chr19_34501420_34501919,8,38,29,22,10,18,4,17,21
chr19_34677043_34677915,25,139,97,93,10,35,14,88,87
chr19_34733520_34734500,43,213,134,89,17,45,19,97,94
chr19_34772913_34773565,12,53,54,43,8,29,6,43,37
chr19_35319058_35319558,8,62,102,13,8,5,0,12,12
chr19_35628658_35629210,17,78,76,97,14,46,12,83,91
chr19_35644171_35644779,11,53,58,44,12,17,13,46,40
chr19_35648079_35648240,3,21,29,7,6,7,5,15,23
chr19_35717209_35717895,23,137,89,107,18,32,15,92,77
chr19_35740391_35740890,7,60,55,87,19,38,6,67,74
chr19_35745374_35745566,11,35,33,41,9,19,10,24,27
chr19_35748170_35748749,13,94,91,111,17,41,18,100,105
chr19_35757796_35758347,21,85,98,97,17,48,13,97,72
chr19_35775125_35775793,13,65,50,62,17,32,13,54,50
chr19_35898811_35899310,11,63,40,8,3,10,1,13,3
chr19_35909222_35909721,15,84,78,59,6,20,7,74,83
chr19_35931340_35931937,25,151,122,172,21,73,28,135,149
chr19_35958928_35959427,9,56,32,13,2,4,2,12,5
chr19_35994897_35995680,17,62,40,54,9,25,8,60,55
chr19_36014060_36014585,16,79,104,88,17,38,14,77,80
chr19_36054135_36055063,49,249,168,234,36,90,27,184,186
chr19_36115052_36115677,34,154,145,162,17,64,19,119,120
chr19_36127688_36128257,18,82,66,54,8,32,11,48,42
chr19_36139698_36140254,18,71,58,56,3,32,11,64,34
chr19_36214393_36215248,45,259,200,119,16,51,19,115,120
chr19_36378838_36379337,25,96,68,45,5,17,8,46,44
chr19_36489085_36489901,17,72,95,52,8,30,11,44,46
chr19_36572762_36573612,15,71,58,60,3,26,9,34,47
chr19_36604532_36605587,17,75,73,42,13,24,8,51,48
chr19_36666329_36667100,8,58,80,37,10,25,10,37,42
chr19_36687152_36687793,15,113,91,87,9,36,11,71,77
chr19_36772670_36773169,10,52,56,36,4,27,8,51,36
chr19_36797109_36797638,15,96,77,41,4,23,11,44,49
chr19_36837798_36838688,14,111,90,58,13,26,13,54,50
chr19_36849598_36850527,13,58,64,26,9,15,4,27,35
chr19_36850565_36851064,13,34,42,35,7,15,8,31,35
chr19_36915935_36916644,18,93,86,47,13,25,9,47,43
chr19_37077940_37078634,23,98,83,74,12,27,12,63,61
chr19_37172510_37173054,12,61,49,60,6,32,8,48,46
chr19_37210273_37210783,8,75,43,44,5,14,9,29,40
chr19_37217733_37218463,19,98,82,49,10,26,7,65,57
chr19_37251497_37252033,25,97,94,42,4,25,11,50,44
chr19_37317496_37318005,25,123,101,65,15,43,11,72,80
chr19_37370703_37371361,17,100,94,65,12,48,14,82,77
chr19_37466950_37467695,15,64,47,58,6,26,12,61,51
chr19_37468991_37469490,6,54,52,28,7,16,3,23,20
